factory_name,factory_type,factory_priority,management_employees,number_of_machines,production_capacity_yearly_in_dozen,principal_exportable_products,factory_location,factiry_location_in_city,factory_location_in_town,year_of_establishment
M.I.M. Dresses Ltd.,Woven,5.0,400.0,0,19000,"Top ,Bottom ,Jacket","East Haydabad, Majukhan, Road #39, (Kudabo Road), Block-A, Holding-RS 3362, Pubail, Gazipur, Gazipur",Gazipur,Gazipur,2004
M.I.M. Fashion Wear Ltd.,Knit,5.0,10.0,550,700000,"T-Shirts ,Polo Shirts ,Tank Tops","Plot # 226/1, Tilargati, Shingbari Road, Tongi, Gazipur, Bangladesh., Gazipur, Gazipur",Gazipur,Gazipur,1998
M.K. Sweaters Ltd.,Sweater,5.0,485.0,300,40000,"Sweaters ,Pullovers ,Cardigans","2013/A, Block # 3, South Salna, Salna Bazar, Gazipur, Joydevpur",Gazipur,Joydevpur,2003
M.M. Brothers Wear Ltd.,Woven,5.0,300.0,120,37500,"Shirts ,Trousers ,Shorts","201/A, M.N. Plaza, Rampur, Eidgah, DIT Road, Chittagong, D.T. Road",Chittagong,D.T. Road,2004
M.M. Composite Knit Ltd.,Knit,5.0,400.0,150,125000,"T-Shirts ,Polo Shirts","C.S.-36, Teknogopara, Salna, Gazipur, Gazipur Sadar",Gazipur,Gazipur Sadar,2007
M.M. Dress Wear Ltd.,Knit,5.0,252.0,84,150000,"Shirta ,Pants ,T-Shirts ,Polo Shirts","Afaznagar, Narayanganj, Fatullah",Narayanganj,Fatullah,2016
M.M. Fashions & Composite Ltd.,Knit,5.0,546.0,216,108000,"T-Shirts ,Polo Shirts ,Tank Tops","1180, Shahid Siddiqu Road, Khailkoir, Gazipur, Board Bazar",Gazipur,Board Bazar,2009
M.M. Knitwear Ltd.,Knit,5.0,3800.0,950,1196000,"T-Shirts ,Polo Shirts ,Jackets ,Tank Tops","Ambagh Road, Nilnagar, Gazipur, Konabari",Gazipur,Konabari,2001
M.M. Trade Apparels,Knit,5.0,350.0,205,120000,"T-Shirts ,Polo Shirts ,Polar Fleece","Plot # 1342, Char Ramzan, Sanaullah, Narayanganj, Sonargaon",Narayanganj,Sonargaon,1995
M.N. Clothing Ltd.,Woven,5.0,900.0,420,90000,"Shirts ,Dresses ,Shorts","516/590, Cornel Jones, Chittagong, Pahartoli",Chittagong,Pahartoli,2007
"M.N. Dyeing, Printing & Washing Mills Limited",Knit,1.0,2350.0,100,165000,"T-Shirt ,Polo Shirt","Baniarchala, Bhabanipur, Gazipur Sadar, Gazipur, Gazipur",Gazipur,Gazipur,2022
M.N. Garments Ltd.,Woven,5.0,381.0,140,50000,"Shirts ,Dresses ,Trousers ,Shorts","754, Uttar Agrabad, D.T. Road, Chittagong, Monsurabad",Chittagong,Monsurabad,1984
M.N. Knitwears Ltd.,Woven,5.0,725.0,290,70000,"Shirts ,Trousers ,Shorts ,Dresses","201/A, M.N. Plaza, Rampur, Eidgah, DT Road, Chittagong, Eidgah",Chittagong,Eidgah,1999
M.P. Sweaters Ltd.,Sweater,5.0,650.0,874,160000,"Sweaters ,Jumpers ,Maflers ,Trouser","Kashimpur, Gazipur, Barenda",Gazipur,Barenda,2006
M.R. Sweater Composite Ltd.,Sweater,5.0,409.0,400,0,Sweaters,"Hariharpara, Enayetnagar, Narayanganj, Dhaka",Narayanganj,Dhaka,2004
M.R.M Apparel,Woven,1.0,1.0,120,100000,"Shirt ,Pant ,T-shirt ,Polo Shirt","68/xy, Fouzderhat Heavy I/A, Sagorika Road, Pahartoli, Chittagong, Chittagong",Chittagong,Chittagong,2023
M.S. Dyeing Printing & Finishing Ltd.,Knit,5.0,2000.0,400,1800000,"T-Shirts ,Polo Shirts","Plot # B-237, B-252, B-260-273, BSCIC I/A, Enayetnagar, Narayanganj, Fatullah",Narayanganj,Fatullah,2014
M.S. Wearing Apparels Ltd.,Knit,5.0,189.0,203,40000,"T-Shirts ,Trousers","74, Agrabad C/A, Chittagong","74, Agrabad C/A,",Chittagong,1996
M.T. Sweaters Ltd.,Sweater,5.0,0.0,214,0,Pullovers,"Plot # 1703, Gacha, Gazipur, Gazipur Sadar",Gazipur,Gazipur Sadar,2001
M.T.S Fashion Club,Woven,1.0,1.0,69,77500,"Shirt ,Pant ,T-Shirt ,Polo Shirt","Holding No # 146, Block # A, Road # 3, Siddirgonj, Narayanganj, Narayangonj",Narayanganj,Narayangonj,2023
M2M (CEPZ) Limited,Knit,5.0,313.0,200,960000,"Jackets ,Trousers ,T-Shirts ,Polo Shirts","Plot # 8-9, Sector # 2/A, Chittagong, CEPZ",Chittagong,CEPZ,2011
Ma. J&J Ltd.,Woven,1.0,0.0,0,0,"Shirt ,Pant ,Jacket","A.T.M. Complex, South Burishchar, Dhoppole, Hathazari, Chittagong, Chittagong",Chittagong,Chittagong,2021
Maa Composite Ltd.,Knit,5.0,131.0,250,2028000,"T-Shirts ,Pants","Plot # 102-104, Adamjee Epz, Adamjeenagar, Narayanganj, Shiddirganj",Narayanganj,Shiddirganj,2013
Maaa Apparels Ltd.,Sweater,5.0,525.0,450,37500,Sweater,"Plot # 1187, 1214-15, Gacha Road, Gacha Maddapara, Gazipur, Gazipur Sadar",Gazipur,Gazipur Sadar,2016
Mac-Tex Inds. Ltd.,Knit,5.0,415.0,163,55000,"Jackets ,Trousers ,T-Shirts ,Polo Shirts","DCC, 82 Ibrahimpur (2nd & 3rd Floor), Kafrul, Dhaka, Cantonment",Dhaka,Cantonment,2006
MACK Shirts Ltd.,Woven,5.0,1500.0,463,218400,Shirts,"135-138, Abdullahpur (4th Fl), Dhaka, Uttara",Dhaka,Uttara,2012
Macys Fashions Ltd.,Woven,5.0,300.0,179,0,"Shirts ,Trousers ,Infants Wear","Khilkhet Super Market (7th Floor), B-34/Ka, Khilkhet, Dhaka","Khilkhet Super Market (7th Floor), B-34/Ka, Khilkhet",Dhaka,1998
Madany Fashion Wear Ltd.,Knit,5.0,264.0,144,193140,"t-Shirts ,Polo Shirts","Madany Super Market, Hemayetpur Bus Stand, Hemayetpur, Dhaka, Dhaka",Dhaka,Dhaka,2014
Madaripur Garments Ltd.,Woven,1.0,200.0,180,10400,"Shirt ,Pant ,Jacket ,Trouser","East Baghbari, Word # 05, Kashimpur, Gazipur Sadar, Dhaka, Dhaka",Dhaka,Dhaka,2021
Madina Establishments Ltd.,Woven,5.0,200.0,80,24000,"Shirts ,Jackets ,Pants","687, South Agrabad, Road # 20, Chittagong, CDA R/A",Chittagong,CDA R/A,1994
Madina Fashion & DESIGN,Woven,1.0,1.0,99,240000,"Shirt ,Pant ,Jacket ,trouser","144/1 Nababer Bag, Sahaali, Mirpur-1, Dhaka, Dhaka",Dhaka,Dhaka,2022
Madina Garments Ltd.,Woven,5.0,100.0,156,50000,"Shirts ,Padded Jackets ,Pants","Word # 3, Noyahat, Paclaish, Chittagong, Baizid",Chittagong,Baizid,1984
Madinaple Fashions Craft Ltd.,Sweater,5.0,1500.0,1200,140000,"Sweaters ,Pullovers","Ward # 7, Holding # E-44/1, Chandura, Gazipur, Kaliakoir",Gazipur,Kaliakoir,2004
Magic Sweater Ltd.,Sweater,1.0,,210,120000,,"Bashati, Khamargao, Chandipasha, Nandail, Mymensingh, Mymensingh, Mymensingh",Mymensingh,Mymensingh,2021
Maggie & Liz Corporation (Pvt.) Ltd.,Knit,5.0,400.0,203,60000,"Trousers ,Pants ,Briefs ,T-Shirts","864, Noor Ahmad Road, Metropole Building (3rd Floor), Chittagong, Kotawali",Chittagong,Kotawali,1991
Magic Sweater Ltd.,Sweater,1.0,,210,120000,,"Bashati, Khamargao, Chandipasha, Nandail, Mymensingh, Mymensingh, Mymensingh",Mymensingh,Mymensingh,2021
Magpie Composite Textile Ltd.,Knit,5.0,1648.0,975,75840,"Gray Fabric ,Dyeing ,Garments","832/833, Dewan Edris Road, Amtala, Kathgara, Ashulia, Savar, Dhaka, Dhaka",Dhaka,Dhaka,2007
Magpie Knit Wear Ltd.,Sweater,5.0,1800.0,800,41666,"Knitting ,Linking ,Trimming Mending","141, Yarpur, Zirabo, Dhaka, Dhaka",Dhaka,Dhaka,2003
Mahadi Fashion (Pvt) Ltd.,Woven,5.0,850.0,200,13000,"Shirts ,Pants","Bashugaon, Pubail, Gazipur, Gazipur Sadar",Gazipur,Gazipur Sadar,2013
Mahboob Apparels Ltd.,Sweater,5.0,0.0,0,0,Sweaters,"Kondolbag, Pukur Para, Ashulia, Dhaka, Savar",Dhaka,Savar,2008
Mahbub Knit Fashion Ltd.,Knit,5.0,130.0,42,90000,"Knit Items ,Shorts","476/A & B, DIT Road, Dhaka, Malibagh",Dhaka,Malibagh,2001
Mahdeen Sweaters Ltd.,Sweater,5.0,4500.0,2300,300000,"Sweaters ,Pullovers ,Cardigans","Jamidia, Mymensingh, Valuka",Mymensingh,Valuka,2007
Mahdi Knit Design Ltd.,Knit,5.0,210.0,127,200000,"T-Shirts ,Polo Shirts","Aminul Complex, Zirabo, Ashulia, Dhaka, Savar",Dhaka,Savar,2014
Mahee Intimates Ltd.,Woven,1.0,1712.0,0,0,,"EPZ Road, Zirabo, Ashulia, Dhaka, Dhaka, Dhaka",Dhaka,Dhaka,2021
Mahid Apparel Ltd.,Knit,5.0,711.0,390,75000,"Shirts ,Pants ,T-Shirt ,Polo-Shirt","Nowapara, Madhabdi, Narsingdi, Narinda",Narsingdi,Narinda,2013
Mahid Expo Int'l Tex Ltd.,Knit,5.0,230.0,208,4000,"T-Shirts ,Polo Shirts","Nowpara, Narsingdi, Madhabdi",Narsingdi,Madhabdi,2014
Mahin Apparels Ltd.,Woven,5.0,1125.0,612,292000,"Overalls ,Trousers ,Jackets","Plot # 4, Road # 7, Block - C, Section # 6, Dhaka, Mirpur",Dhaka,Mirpur,1992
Mahmud Jeans Ltd.,Woven,5.0,0.0,173,266880,"Shirts ,Trousers","Hortokitala, Chandra, Gazipur, Kaliakoir",Gazipur,Kaliakoir,2008
Mahmuda Attires Ltd.,Woven,5.0,1000.0,1293,2000000,"Shirts ,Pants ,T-Shirts ,Polo Shirts","Balitha, Sutipara, Dhaka, Dhaka",Dhaka,Dhaka,2015
Maisha Fashions,Knit,1.0,300.0,100,10000,"T-Shirt ,Polo Shirt","Gouripur, Ashulia, Savar, Dhaka, Dhaka",Dhaka,Dhaka,2021
Maisha Mim Apparels Ltd.,Woven,1.0,1000.0,500,700000,,"46/1, Boro Dewra, Badam Road, tongi West Thana, Gazipur, Gazipur",Gazipur,Gazipur,2021
Majumder Apparels Ltd.,Woven,5.0,566.0,242,117000,"Shirts ,Ladies Shirts ,Infants Wear","Kunia (4th Floor), K.B. Bazar, Gazipur, Gazipur Sadar",Gazipur,Gazipur Sadar,1992
Majumder Fashions Ltd.,Woven,5.0,520.0,317,150000,"Trousers ,Jeans ,Jackets","Mouza-Kunia, K.B. Bazar, Gazipur, Gazipur Sadar",Gazipur,Gazipur Sadar,2006
Majumder Garments Ltd.,Woven,5.0,791.0,400,182000,"Shirts ,Ladies Shirts ,Infant Wears","Majumder Center, 113/1, Mudafa, Pachimpara, Gazipur, Tongi",Gazipur,Tongi,1984
Maks Fashion Ltd.,Knit,5.0,360.0,260,450000,"T-Shirts ,Panties ,Cami ,Bra","1, Kapashgola Road, Chawk Bazar, Chittagong, Panchlaish",Chittagong,Panchlaish,1990
Mallick Fabrics Ltd.,Knit,5.0,675.0,443,935000,"t-Shirts ,Polo Shirts","246, Nayapara, Kashimpur, Gazipur, Konabari",Gazipur,Konabari,2015
Mam Apparel & Textiles Ltd.,Knit,5.0,190.0,73,1030000,"Panties ,Briefs ,Boxers ,Shirts","Pranhoridas Road, Loharpool, Saraypara, Chittagong, Pahartali",Chittagong,Pahartali,2006
MAM Garments Ltd.,Woven,5.0,430.0,205,60000,"Shirts ,Pants ,Trousers ,Shorts","4, Tayabpur, Nichintapur,, Zirabo, Dhaka, Savar",Dhaka,Savar,1993
Mam Knit Inds. Ltd.,Knit,5.0,325.0,125,150000,"T-Shirts ,Polo Shirts ,Shorts ,Tank Tops","102, Auch Para, Gazipur, Tongi",Gazipur,Tongi,2006
Mamun Knitwear Ltd.,Knit,5.0,0.0,256,0,"Shirts ,Pants","Ambagh Road, Konabari, Gazipur, Nilanagar",Gazipur,Nilanagar,2013
Manali Jeans Ltd.,Woven,5.0,240.0,159,65000,"Shirts ,Pants","Samsul Haque Tower, Kunia, Targas, Gazipur, Gazipur Sadar",Gazipur,Gazipur Sadar,2016
Manami Fashions Ltd.,Knit,5.0,418.0,200,300000,"T-Shirts ,Polo Shirts ,Hooded Sweat","Kabirpur, Ashulia, Savar, DHaka, Dhaka, Dhaka",Dhaka,Dhaka,2008
Mane Clothing Ltd.,Woven,5.0,250.0,110,16000,"Shirts ,Pants","Kelia, Dhamrai-1350, Dhamrai, Dhaka, Dhaka",Dhaka,Dhaka,2015
Manel Fashion Ltd.,Knit,5.0,218.0,160,625000,"Shirts ,Pants ,T-Shirts ,Polo Shirts","CB-4/1, Siraj Market (3rd-5th Floor), Kachukhet, Dhaka, Cantonment",Dhaka,Cantonment,2014
Mango Knit Composite Ltd.,Knit,5.0,410.0,158,100000,"T-Shirts ,Polo Shirts","2 No, Sujat Nagar, Sujat Plaza, Dhaka, Mirpur-12",Dhaka,Mirpur-12,2014
Mango Tex,Knit,1.0,1.0,403,10000000,"T-Shirt ,Polo Shirt","Hossain Plaza-2, Tongabari, Ashulia, Savar, Dhaka, Dhaka",Dhaka,Dhaka,2022
Mans Attires Ltd.,Knit,5.0,300.0,130,300000,"T-Shirts ,Polo Shirts","A-87, BSCIC I/E, Narayanganj, Fatullah",Narayanganj,Fatullah,2014
Mansheen Co. (BD) Limited.,Knit,5.0,567.0,235,96000,"Shorts ,Pajama Sets ,Polo Shirts ,Dusters","Cha-72/1/C, Progati Sarani, North Badda, Dhaka, Gulshan",Dhaka,Gulshan,1995
Manta Apparels Ltd.,Knit,5.0,2400.0,1050,50000,"Shirts ,Jackets ,Trousers","Zamgara, Yearpur, Dhaka, Savar",Dhaka,Savar,2004
Mantrust Fashion Ltd.,Woven,5.0,920.0,390,250000,"Shirts ,Blouses ,Pajama","20/1-A, Shataish (3rd Floor), Gazipur, Tongi",Gazipur,Tongi,1992
Mantrust Sweater Ltd.,Sweater,5.0,1200.0,800,150000,"Ladies Sweaters ,Pullovers ,Cardigans","Mantrust Industrial Complex, Vogra, Gazipur, Chandana",Gazipur,Chandana,2000
Manvill Styles Ltd.,Knit,5.0,885.0,330,180000,"Shirts ,T-Shirts ,Polo Shirts","728, South Shampur, Hemayetpur, Dhaka, Savar",Dhaka,Savar,2010
Map Knitwear Ltd.,Knit,5.0,120.0,80,100000,"T-Shirts ,Polo Shirts","House # 2, Road # 1, Block # A, West Vatara, Dhaka, Gulshan",Dhaka,Gulshan,2015
Marigold Knittex Ltd.,Woven,1.0,4.0,387,1612000,"Shirt ,Pant ,Jacket ,T-Shirt","Akran, Birulia, Savar, Dhaka, Dhaka",Dhaka,Dhaka,2022
Marina Apparels Ltd.,Woven,5.0,1750.0,500,408000,"Jackets ,T-Shirts ,Pants","Plot # 746, Edrakpur, Narayanganj, Fatullah",Narayanganj,Fatullah,2002
Maritime Bags Ltd.,Woven,5.0,460.0,266,125000,"Children Wears ,Pants ,Tops","37, Hemayetpur, Dhaka, Savar",Dhaka,Savar,1993
Mark 2000 Ltd.,Woven,5.0,377.0,359,8500,"Mens Pant ,Boys Pant ,Ladies Pant ,Jacket","Plot # 12 & 13, Dhaka, Dhaka",Dhaka,Dhaka,2000
Mark Designers Ltd.,Woven,5.0,728.0,231,100000,"Jackets ,Pants","Plot # 22, Road # 4, Section # 7, Dhaka, Mirpur",Dhaka,Mirpur,1996
Mark Fashion Wear (Pvt.) Ltd. (U-2),Knit,5.0,480.0,446,130000,"Shirts ,T-Shirts ,Shorts ,Trousers","3520/A, Kalurghat Road, Chittagong, Chandgaon",Chittagong,Chandgaon,1991
Mark Fashion Wear (Pvt). Ltd.,Knit,5.0,330.0,314,60000,"Shirts ,Ladies Blouses ,Pants ,T-Shirts","320, Old Church Compound, Chittagong, Laldighi",Chittagong,Laldighi,1985
Mark Garments Inds. Ltd.,Woven,5.0,175.0,110,37000,"Shirts ,Pants","342, Tongi Diversion Road, Dhaka, Mogbazar",Dhaka,Mogbazar,1985
Mark Limited,Woven,5.0,115.0,53,30000,"Shirts ,Pants ,Skirts ,Jackets","B.K. Bari, Taltoli, Mirzapur Bazar, Gazipur Sadar, Gazipur",Gazipur Sadar,Gazipur,2005
Mark Mode Ltd.,Woven,5.0,750.0,320,188000,"Shirts ,Blouses ,Uniforms ,Skirts","20/1-A, Shataish (3rd Floor), Gazipura, Gazipur, Tongi",Gazipur,Tongi,2007
Mark Sweater Ltd.,Sweater,5.0,1160.0,520,60000,Sweaters,"Nayapara, Gazipur, Kashimpur",Gazipur,Kashimpur,2002
Mark Wear Ltd.,Woven,5.0,1108.0,739,17000,"Mens Pant ,Boys Pant ,Ladies Pant ,Jacket","136/9, Dakhinkhan,, dhirajram, Gazipur, Gazipur",Gazipur,Gazipur,2014
MARMA Composite Ltd.,Knit,1.0,5.0,750,2000000,"T-Shirt ,Polo Shirt","Tongabari, Ashulia, Savar, Dhaka, Dhaka",Dhaka,Dhaka,2023
Marquee Manufacturers Ltd.,Woven,1.0,400.0,190,169000,"Shirt ,Pant ,T-Shirt ,Polo Shirt","Holding # 05, Samair, Birulia, Savar, Dhaka, Dhaka",Dhaka,Dhaka,2022
Mars Apparels Ltd.,Knit,5.0,950.0,416,70000,"Sports Bra ,Panties ,Athletic Wears","64, Nasirabad I/A, Bazid Bostami Road, Chittagong, Chittagong",Chittagong,Chittagong,1994
MARS Design Ltd.,Woven,5.0,400.0,212,83000,"Shirts ,Pants","195/919, Purbohaty Road (Natunpara), Hemayetpur, Dhaka, Savar",Dhaka,Savar,2014
Mars Sportswear Ltd.,Knit,5.0,1200.0,780,2000000,"Sports Bra ,Panty ,Leggins ,Tank Top","Plot # 15 & 16, Sector # 1, Chittagong, Chittagong",Chittagong,Chittagong,2011
MARS Stitch Ltd.,Woven,5.0,1750.0,950,360000,"Jackets ,Trousers ,Bottom","1/E, Nyemuddin Mollah Road, Auchpara, Gazipur, Tongi",Gazipur,Tongi,2007
Marshaa Ltd.,Knit,5.0,0.0,0,0,"Jackets ,Jogging Suits ,Borka ,Pants","593, Khilgaon, Dhaka, Khilgaon",Dhaka,Khilgaon,2002
Martin Knit-Wear Ltd.,Knit,5.0,800.0,235,60000,"T-Shirts ,Polo Shirts ,Sweat Shirts","74/75 BSCIC Hosiery Inds. Estate, Shasangaon, Narayanganj, Fatullah",Narayanganj,Fatullah,2002
Maruhisa Pacific Co. Ltd.,Knit,5.0,2440.0,1057,9600000,"T-Shirts ,Polo Shirts ,Trousers ,Shorts","Plot # 118-121, Adamjee EPZ, Narayanganj, Siddirganj",Narayanganj,Siddirganj,2010
Marvelous Sweaters Ltd.,Sweater,5.0,180.0,180,45000,Sweaters,"688, Hossain Market, Gazipur, Tongi",Gazipur,Tongi,2011
Mas Trade Int'l. Garments Ltd.,Woven,5.0,1390.0,595,90000,"Pants ,Trousers ,Shorts ,Tops","Helal Complex (4th & 5th Fl), Plot # 72, Moghar Khal, National University, Gazipur","Helal Complex (4th & 5th Fl), Plot # 72, Moghar Khal, National University",Gazipur,1992
Masaha Knitting And Dyeing Inds. Ltd.,Knit,5.0,510.0,350,900000,Knit Items,"Plot # C173, B-181, 182, 192, BSCIC I/A, Gazipur, Tongi",Gazipur,Tongi,1998
Masco Cottons Ltd.,Knit,5.0,2067.0,876,1200000,"T-Shirts ,Polo - Shirts","221, 225 Khartail, Shataish Road, Gazipur, Tongi",Gazipur,Tongi,2013
Masco Exports Ltd.,Knit,5.0,219.0,15,3120000,"T-Shirts ,Polo Shirts","Baghata, Narsingdi, Palbari",Narsingdi,Palbari,2015
Masco Inds. Ltd. (Composite Unit),Knit,5.0,1451.0,672,8500000,"T-Shirts ,Polo Shirts ,Legging ,Tank Tops","221-223, Khartail, Sataish Road, Gazipur, Tongi",Gazipur,Tongi,2007
Masco Industries Ltd.,Knit,5.0,719.0,300,540000,"T-Shirts ,Polo Shirts ,Tank Top ,Legging","22, Sataish Road, Gazipura, Gazipur, Tongi",Gazipur,Tongi,2000
Mascot Apparel Ltd.,Woven,5.0,988.0,450,150000,"Shorts ,Trousers","146, Zirobo, Dewan Idris Road, Ashulia, Dhaka, Savar",Dhaka,Savar,1992
Mascot Fashions Ltd.,Woven,5.0,876.0,426,120000,"Shirts ,Blouses","146, Zirabo (Basement, 2nd & 4th Floor), Dewan Idris Road, Yerpur, Ashulia, Dhaka, Savar",Dhaka,Savar,1990
Mascot Garments Ltd.,Woven,5.0,763.0,425,144000,"Shorts ,Trousers","146, Zirabo (2nd Floor), Dewan Idris Road, Yearpur, Ashulia, Dhaka, Savar",Dhaka,Savar,1984
Mascot Knits Ltd.,Knit,5.0,582.0,252,270000,"T-Shirts ,Polo Shirts ,Night Wears ,Fleece Shirts","146, Zirabo, Dewan Idris Road, Union Yarpur, Ashulia, Dhaka, Savar",Dhaka,Savar,2006
Mascotex Ltd.,Knit,5.0,1560.0,866,11000000,"T-Shirts ,Polo Shirts ,Legging ,Tank Tops","Mannan Mansion (4th - 5th Floor), 31/32, Khartail, Sataish Road, Gazipur, Tongi",Gazipur,Tongi,2009
Mashallah Knit Fashion,Knit,5.0,130.0,101,31200,"T-Shirts ,Polo Shirts ,Sweater","B-6,7 (Part), BSCIC Industrial Estate, Gazipur, Konabari",Gazipur,Konabari,2014
Masihata Sweaters Ltd.,Sweater,5.0,0.0,550,0,Sweaters,"South Panishail (Opposite BKSP), Gazipur, Gazipur Sadar",Gazipur,Gazipur Sadar,2003
Maska Sweater Ltd.,Sweater,5.0,1500.0,1050,350000,Sweaters,"Maska Bazar, Netrakona, Kendua",Netrakona,Kendua,2012
Masriquee Textiles Ltd.,Knit,5.0,250.0,95,130000,"T-Shirts ,Polo Shirts ,Tank Tops","Plot # S-33-34, A-110, 105, 109 (Part), BSCIC Eastate, Gazipur, Konabari",Gazipur,Konabari,2010
Mass Fashion BD,Woven,1.0,1.0,55,78000,"Shirt ,Pant ,T-Shirt ,Trouser","Ka-147/4 D, Nayanagar, Khilkhet, Dhaka, Dhaka",Dhaka,Dhaka,2022
Mass Fashion Ltd.,Woven,5.0,264.0,130,72000,"Shirts ,Blouses ,Infants Wears","76-77 Agrabad C/A, Chittagong, Double Mooring",Chittagong,Double Mooring,1990
Master Cham Ltd.,,,,0,125000,Sweaters,"She-E-17, Moslem Ali Complex, Nowjur, Kadda Bazar, Gazipur, Bangladesh, Gazipur","She-E-17, Moslem Ali Complex, Nowjur, Kadda Bazar, Gazipur, Bangladesh",Gazipur,2019
Master Fashions Ltd.,Woven,5.0,480.0,157,70000,"Shirts ,Blouses ,Jackets","Holding # 2256, Mouza # 332, Matuail, Dhaka, Demra",Dhaka,Demra,2002
Master Garments Ltd.,Woven,5.0,500.0,225,150000,"Shirts ,Ladies Dresses ,Trousers","Holding # 2256, Mouza # 332, Matuail, Dhaka, Demra",Dhaka,Demra,1985
Master Knitwear Ltd.,Sweater,5.0,3000.0,3110,2400000,Sweater,"Kamarpukur, Nilphamari, Saidpur",Nilphamari,Saidpur,2014
Mastex Industries Ltd.,Knit,5.0,170.0,140,200000,"T-Shirts ,Polo Shirts","91 Dhour, Thana Road, Dhaka, Turag",Dhaka,Turag,2014
Masud Apparels Ltd.,Woven,5.0,315.0,135,72000,"Shirts ,Blouses ,Nightwears","H-79 Block-E, (1st floor), Int. Airport Road, Chairmanbari, Dhaka, Banani",Dhaka,Banani,1995
Matexport (Bangladesh) Ltd.,Woven,5.0,790.0,260,50000,"Shirts ,Jackets ,Pants ,Shorts","Jarun, Gazipur, Konabari",Gazipur,Konabari,2000
Matin Kntwears Ltd.,Knit,5.0,1650.0,600,1250000,"T-Shirts ,Polo Shirts ,Jackets","Sardaganj, Gazipur, Kashimpur",Gazipur,Kashimpur,2010
Matrix Apparels Ltd.,,,,0,125000,,"55/1, Borua Rajpara, Bir Muktijoddha DM Ramiz Uddin Road Borua, Khilkhet, Dhaka-1229, Bangladesh., Dhaka, Dhaka",Dhaka,Dhaka,2020
Matrix Dresses Ltd.,Knit,5.0,150.0,150,234000,"T-Shirts ,Tank Tops","Plot # 6, Road # 27/Ka, Rupnagar I/A, Pallabi, Dhaka, Mirpur",Dhaka,Mirpur,2012
Matrix Sweaters Ltd.,Sweater,5.0,4500.0,712,150000,"Sweaters ,Pullovers","Choidana, National University, Gazipur, Board Bazar",Gazipur,Board Bazar,2007
Matsuoka Apparels Ltd.,Woven,5.0,880.0,220,166600,"Shirts ,Pants ,Rampers ,Shorts","Kumkumary, Ashulia, Dhaka, Savar",Dhaka,Savar,2008
Maurisus Intercontinental Ltd.,Knit,5.0,720.0,209,75000,"T-Shirts ,Polo Shirts ,Tank Tops","Kashimpur, Gazipur, Konabari",Gazipur,Konabari,1997
Mavis Garments Ltd.,Knit,5.0,690.0,415,362500,"T-Shirts ,Polo Shirts ,Sweat Shirts","Shahid Rowshan Sarak, Chandana, Gazipur, Joydevpur",Gazipur,Joydevpur,1985
Mawna Fashions Ltd.,Knit,5.0,480.0,350,1410000,"T-Shirts ,Polo Shirts ,Tank Tops","Tepir Bari, Gazipur, Sreepur",Gazipur,Sreepur,2011
Max Sweater (BD) Ltd.,Sweater,5.0,1000.0,687,0,Sweaters,"24-26, Deghi Borabo, Tarabo, Narayanganj, Rupganj",Narayanganj,Rupganj,2002
Maxbrite Ltd.,Woven,5.0,480.0,375,48000,"Shirts ,Sleeping Suits ,Pants","610/687, 687/A, East Sholoshahar, Chittagong, Bahaddarhat",Chittagong,Bahaddarhat,1992
Maxcom International (BD) Ltd.,Woven,5.0,3443.0,2800,4965000,"Jacket ,Overall ,Shirt ,Pant","37, Hemayetpur, savar, Dhaka, Dhaka, Dhaka",Dhaka,Dhaka,2005
Maxim Fashions Ltd.,Woven,5.0,480.0,430,60000,"Babies Wears ,Sleeping Wears ,Trousers","2098/A, South Halishahar, Chittagong, Bandar",Chittagong,Bandar,2000
Maxim Ltd.,Woven,5.0,1000.0,500,120000,"Shirts ,Sleeping Suits ,Pants","Jahan Building # 4, 76/77, Agrabad C/A, Chittagong","Jahan Building # 4, 76/77, Agrabad C/A",Chittagong,1985
Maya Mithu Fashion Ltd.,Knit,5.0,376.0,183,200000,"T-Shirts ,Polo Shirts","Bashaid, Ashulia, Savar, Dhaka, Dhaka",Dhaka,Dhaka,2014
Mayc`s Garments Ltd.,Woven,5.0,676.0,408,150000,"Jackets ,Pants ,Trousers ,Shorts","House # 9, Road # 1, Block - Kha, Section # 6, Dhaka, Mirpur",Dhaka,Mirpur,2001
Mazarine Fashion,Woven,1.0,201.0,150,250000,,"434, Khaza Road, Khulgoan, Baluchora, Jalalabad, Baizid, Chittagong, Chittagong, Chittagong",Chittagong,Chittagong,2021
Mazib Fashions Ltd.,Knit,5.0,298.0,118,375000,"TShirts ,Polo Shirts","Mizmizi, Narayanganj, Siddirgonj",Narayanganj,Siddirgonj,2014
Mazim Fabrics Ltd.,Knit,5.0,252.0,213,300000,"T-Shirts ,Polo Shirts","103, Mohakhali C/A, Dhaka, Mohakhali",Dhaka,Mohakhali,2011
Mazkan Jeans Ltd.,Woven,5.0,325.0,130,60000,"Shirts ,Trousers ,Skirts ,Polo Shirts","1817/4, Uttar Kattoly, Chittagong, Badamtoly",Chittagong,Badamtoly,2007
MBA Fashion Ltd.,Knit,5.0,225.0,143,0,"Jackets ,Babies Wear ,T-Shirts","Raj Fulbaria, Dhaka, Savar",Dhaka,Savar,2000
